m_42,0.9701793193817139,0.6962289214134216,0.4889305830001831,0.35230153799057007,0.2624216377735138
m_42,0.8447123169898987,0.6003785729408264,0.419512003660202,0.30228161811828613,0.22516289353370667
m_42,0.9027500152587891,0.6371785402297974,0.44393429160118103,0.3198792040348053,0.23827095329761505
m_42,1.1317729949951172,0.7970657348632812,0.5559631586074829,0.40060222148895264,0.29839974641799927
m_42,1.5768733024597168,1.1122374534606934,0.7917568683624268,0.5705046057701111,0.4249562919139862
m_42,5.039734840393066,3.039074182510376,2.0586166381835938,1.4833471775054932,1.104912519454956
m_42,inf,inf,inf,inf,inf
m_42,inf,inf,inf,inf,inf
m_42_mz2,0.9209259152412415,0.6509702205657959,0.4532981216907501,0.32662639021873474,0.2432967722415924
m_42_mz2,1.0600297451019287,0.7460224032402039,0.518284261226654,0.3734525144100189,0.27817651629447937
m_42_mz2,0.9361838102340698,0.6509005427360535,0.44851961731910706,0.32318317890167236,0.24073201417922974
m_42_mz2,0.9801236391067505,0.6660887002944946,0.453614205121994,0.3268541395664215,0.24346642196178436
m_42_mz2,1.3863502740859985,0.9252670407295227,0.6257210373878479,0.4508666396141052,0.3358405828475952
m_42_mz2,4.853038311004639,2.8935065269470215,1.9410074949264526,1.3986032009124756,1.0417886972427368
m_42_mz2,inf,inf,inf,inf,inf
m_42_mz2,inf,inf,inf,inf,inf
m_45,0.8187710046768188,0.5855987668037415,0.410392165184021,0.2957102656364441,0.22026804089546204
m_45,0.6922749280929565,0.48776867985725403,0.33915698528289795,0.2443813681602478,0.18203428387641907
m_45,0.7377274632453918,0.5150565505027771,0.35553210973739624,0.2561805546283722,0.1908232420682907
m_45,0.923973560333252,0.6360796093940735,0.4362117648124695,0.31431469321250916,0.23412607610225677
m_45,1.3820750713348389,0.9240395426750183,0.6275016069412231,0.4521495997905731,0.33679625391960144
m_45,4.63901948928833,2.7667393684387207,1.8699686527252197,1.347415804862976,1.0036603212356567
m_45,inf,inf,inf,inf,inf
m_45,inf,inf,inf,inf,inf
m_45,inf,inf,inf,inf,inf
m_48,0.8360238075256348,0.6010046005249023,0.42248618602752686,0.3044246733188629,0.22675921022891998
m_48,0.6879908442497253,0.48688045144081116,0.33932486176490784,0.24450233578681946,0.18212439119815826
m_48,0.7325730323791504,0.5120034217834473,0.35389313101768494,0.254999577999115,0.1899435669183731
m_48,0.8915366530418396,0.611158549785614,0.4181075692176819,0.30126962065696716,0.2244090884923935
m_48,1.4613312482833862,0.9668145775794983,0.6528759598731995,0.4704332649707794,0.35041534900665283
m_48,inf,inf,inf,inf,inf
m_48,inf,inf,inf,inf,inf
m_48,inf,inf,inf,inf,inf
m_48,inf,inf,inf,inf,inf
m_51,0.8862468004226685,0.6397236585617065,0.4508304297924042,0.3248482644557953,0.24197229743003845
m_51,0.717088520526886,0.5097800493240356,0.35616472363471985,0.256636381149292,0.19116277992725372
m_51,0.745633065700531,0.5227484703063965,0.36268848180770874,0.2613371014595032,0.19466423988342285
m_51,0.9123291969299316,0.6251260042190552,0.42757511138916016,0.30809152126312256,0.22949056327342987
m_51,1.5949723720550537,1.0449343919754028,0.7008170485496521,0.5049774646759033,0.3761465549468994
m_51,inf,inf,inf,inf,inf
m_51,inf,inf,inf,inf,inf
m_51,inf,inf,inf,inf,inf
m_54,1.0036066770553589,0.727483332157135,0.5141541957855225,0.37047654390335083,0.2759597897529602
m_54,0.7786956429481506,0.5548755526542664,0.3881942927837372,0.27971547842025757,0.20835387706756592
m_54,0.8298196196556091,0.5811805725097656,0.40298426151275635,0.29037246108055115,0.21629203855991364
